Owner	Name	Position	Start	End	Last	Cut	Now	2025	2026	2027
Koci/Mueller	Bud Dupree	LB	FA	2019	$10	2019		$0	$0	$0
Brett	Josh Rosen	QB	2018	2020	$28	2020		$0	$0	$0
Brett	Trace McSorley	QB	2019	2021	$1	2020		$0	$0	$0
Brett	Mike Davis	RB	2019	2020	$19	2020		$0	$0	$0
Brett	Myles Gaskin	RB	2019	2020	$1	2020		$0	$0	$0
Brett	Marqise Lee	WR	2019	2021	$33	2020		$0	$0	$0
Brett	Gary Jennings	WR	2019	2021	$1	2020		$0	$0	$0
Schexes	Marcus Mariota	QB	2019	2020	$30	2020		$0	$0	$0
Schexes	Jamison Crowder	WR	2018	2020	$40	2020		$0	$0	$0
Keyon	Luke Kuechly	LB	2018	2020	$19	2020		$0	$0	$0
Keyon	Derrius Guice	RB	2018	2020	$25	2020		$0	$0	$0
Keyon	Albert Wilson	WR	2019	2021	$4	2020		$0	$0	$0
Keyon	Kelvin Harmon	WR	2019	2021	$1	2020		$0	$0	$0
Keyon	Ty Johnson	RB	2019	2021	$1	2020		$0	$0	$0
Keyon	Nick Foles	QB	2019	2021	$49	2020		$0	$0	$0
Koci/Mueller	Terrell Edmunds	DB	2018	2020	$1	2020		$0	$0	$0
Koci/Mueller	Chase Daniel	QB	2019	2021	$5	2020		$0	$0	$0
Koci/Mueller	Cooper Rush	QB	2019	2021	$1	2020		$0	$0	$0
Koci/Mueller	Rashaad Penny	RB	2018	2020	$25	2020		$0	$0	$0
Koci/Mueller	Jordan Scarlett	RB	2019	2021	$7	2020		$0	$0	$0
Koci/Mueller	Vance McDonald	TE	2019	2021	$8	2020		$0	$0	$0
Koci/Mueller	Ted Ginn Jr.	WR	2019	2021	$5	2020		$0	$0	$0
Koci/Mueller	Josh Doctson	WR	2019	2021	$11	2020		$0	$0	$0
Patrick	Geronimo Allison	WR	2018	2020	$3	2020		$0	$0	$0
Patrick	Jaylen Samuels	RB	2018	2020	$1	2020		$0	$0	$0
Patrick	Ameer Abdullah	RB	2019	2021	$1	2020		$0	$0	$0
Quinn	Le'Veon Bell	RB	2019	2020	$325	2020		$0	$0	$0
Quinn	Peyton Barber	RB	2018	2020	$30	2020		$0	$0	$0
Quinn	Paul Richardson Jr.	WR	2018	2020	$7	2020		$0	$0	$0
Anthony	Andy Dalton	QB	2019	2020	$55	2020		$0	$0	$0
Anthony	KeeSean Johnson	WR	2019	2021	$4	2020		$0	$0	$0
Anthony	Trey Quinn	WR	2019	2021	$1	2020		$0	$0	$0
Anthony	Willie Snead IV	WR	2019	2021	$1	2020		$0	$0	$0
Jason	Will Grier	QB	2019	2021	$3	2020		$0	$0	$0
Jason	Rodney Anderson	RB	2019	2021	$1	2020		$0	$0	$0
Jason	Justice Hill	RB	2019	2021	$25	2020		$0	$0	$0
Jason	Jalen Hurd	WR	2019	2021	$4	2020		$0	$0	$0
Jason	Riley Ridley	WR	2019	2021	$1	2020		$0	$0	$0
Jason	Hakeem Butler	WR	2019	2021	$1	2020		$0	$0	$0
Mike	Chad Kelly	QB	2018	2020	$8	2020		$0	$0	$0
Mike	Keke Coutee	WR	2018	2020	$5	2020		$0	$0	$0
Mike	Quincy Enunwa	WR	2019	2021	$12	2020		$0	$0	$0
Koci/Mueller	Khalil Mack	LB	2018	2020	$11	2020		$0	$0	$0
Mitch	Darwin Thompson	RB	2019	2021	$25	2020		$0	$0	$0
Schexes	Nyheim Miller-Hines	RB	2018	2020	$7	2020		$0	$0	$0
Mitch	Dontrell Hilliard	RB	2019	2021	$3	2020		$0	$0	$0
Koci/Mueller	Joshua Dobbs	QB	2020	2020	$1	2020		$0	$0	$0
Brett	Matt Gay	K	2019	2020	$1	2020		$0	$0	$0
Schexes	Justin Jackson	RB	2019	2020	$25	2020		$0	$0	$0
Koci/Mueller	Reggie Bonnafon	RB	2020	2020	$1	2020		$0	$0	$0
Anthony	Dexter Williams	RB	2019	2021	$4	2020		$0	$0	$0
Justin	Austin MacGinnis	K	FA	2020	$1	2020		$0	$0	$0
Justin	Todd Davis	LB	FA	2020	$1	2020		$0	$0	$0
Koci/Mueller	Jason Huntley	RB	2020	2022	$1	2020		$0	$0	$0
Keyon	Nick Kwiatkoski	LB	FA	2020	$1	2020		$0	$0	$0
Mitch	Justin Jackson	RB	FA	2020	$1	2020		$0	$0	$0
Patrick	Ha Ha Clinton-Dix	DB	2020	2020	$1	2020		$0	$0	$0
Schexes	DeMarcus Lawrence	DL	2018	2020	$5	2020		$0	$0	$0
Jason	Taylor Rapp	DB	2019	2021	$1	2020		$0	$0	$0
Koci/Mueller	Jarrad Davis	LB	2020	2022	$1	2020		$0	$0	$0
Anthony	Malik Harrison	LB	2020	2022	$1	2020		$0	$0	$0
Anthony	Chase Daniel	QB	2020	2020	$1	2020		$0	$0	$0
Keyon	Greg Olsen	TE	FA	2020	$1	2020		$0	$0	$0
Mitch	Jordan Howard	RB	2020	2020	$37	2020		$0	$0	$0
Mitch	Mike Boone	RB	2019	2021	$9	2020		$0	$0	$0
Quinn	Anthony Gordon	QB	2020	2022	$1	2020		$0	$0	$0
Jason	Kenny Stills	WR	2019	2020	$13	2020		$0	$0	$0
Jason	Darnell Savage	DB	2019	2021	$1	2020		$0	$0	$0
Brett	Ito Smith	RB	2019	2020	$24	2020		$0	$0	$0
Justin	Courtland Sutton	WR	2018	2020	$9	2020		$0	$0	$0
Justin	Austin Seibert	K	FA	2020	$1	2020		$0	$0	$0
Anthony	Darwin Thompson	RB	FA	2020	$1	2020		$0	$0	$0
Jason	Jordan Reed	TE	FA	2020	$1	2020		$0	$0	$0
Luke	Brandon Jones	DB	FA	2020	$1	2020		$0	$0	$0
Schexes	Trey Flowers	DL	FA	2020	$1	2020		$0	$0	$0
Schexes	Jalen Richard	RB	FA	2020	$10	2020		$0	$0	$0
Luke	Jahlani Tavai	LB	2019	2021	$1	2020		$0	$0	$0
Koci/Mueller	Equanimeous St. Brown	WR	2020	2022	$1	2020		$0	$0	$0
Koci/Mueller	Willie Snead IV	WR	FA	2020	$1	2020		$0	$0	$0
Luke	T.J. Logan	RB	2019	2021	$2	2020		$0	$0	$0
Luke	Trayveon Williams	RB	2019	2021	$1	2020		$0	$0	$0
Keyon	Younghoe Koo	K	FA	2020	$1	2020		$0	$0	$0
Schexes	Bradley Chubb	LB	2018	2020	$1	2020		$0	$0	$0
Quinn	Jauan Jennings	WR	2020	2020	$1	2020		$0	$0	$0
Keyon	Dan Arnold	TE	2020	2022	$1	2020		$0	$0	$0
Luke	Deon Cain	WR	2019	2021	$1	2020		$0	$0	$0
Luke	JJ Arcega-Whiteside	WR	2019	2021	$8	2020		$0	$0	$0
Keyon	Michael Badgley	K	2020	2020	$1	2020		$0	$0	$0
Brett	Derwin James Jr.	DB	2018	2020	$1	2020		$0	$0	$0
Quinn	Devin Funchess	WR	2020	2020	$1	2020		$0	$0	$0
Brett	Rex Burkhead	RB	FA	2020	$1	2020		$0	$0	$0
Brett	Rashan Gary	LB	2019	2020	$1	2020		$0	$0	$0
Schexes	Jack Doyle	TE	2020	2022	$3	2020		$0	$0	$0
Justin	Jeffery Simmons	DL	FA	2020	$1	2020		$0	$0	$0
Justin	Stephon Gilmore	DB	FA	2020	$1	2020		$0	$0	$0
Anthony	Keanu Neal	DB	2020	2022	$1	2020		$0	$0	$0
Jason	Kenny Vaccaro	DB	FA	2020	$1	2020		$0	$0	$0
Luke	Jordan Wilkins	RB	2019	2021	$1	2020		$0	$0	$0
Schexes	James Washington	WR	2018	2020	$9	2020		$0	$0	$0
Luke	Germaine Pratt	LB	2019	2021	$1	2020		$0	$0	$0
Luke	Colt McCoy	QB	2019	2021	$1	2020		$0	$0	$0
Patrick	Danny Trevathan	LB	2020	2020	$1	2020		$0	$0	$0
Anthony	Larry Fitzgerald	WR	2020	2020	$2	2020		$0	$0	$0
Jason	Josh Hines-Allen	DL	2019	2021	$1	2020		$0	$0	$0
Koci/Mueller	Chris Thompson (JAX)	RB	2019	2021	$6	2020		$0	$0	$0
Brett	Brian Hoyer	QB	FA	2020	$2	2020		$0	$0	$0
Schexes	B.J. Goodson	LB	FA	2020	$1	2020		$0	$0	$0
Koci/Mueller	James Proche	WR	2020	2022	$1	2020		$0	$0	$0
Patrick	Corey Clement	RB	FA	2020	$1	2020		$0	$0	$0
Patrick	Blake Jarwin	TE	2020	2022	$1	2020		$0	$0	$0
Justin	Chandler Jones	LB	FA	2020	$1	2020		$0	$0	$0
Keyon	Steven Sims Jr.	WR	2020	2022	$27	2020		$0	$0	$0
Schexes	Kwon Alexander	LB	2019	2021	$6	2020		$0	$0	$0
Schexes	Mo Alie-Cox	TE	FA	2020	$8	2020		$0	$0	$0
Schexes	Scotty Miller	WR	FA	2020	$6	2020		$0	$0	$0
Anthony	Cory Littleton	LB	2018	2020	$1	2020		$0	$0	$0
Justin	Patrick Onwuasor	LB	2019	2021	$1	2020		$0	$0	$0
Justin	Tahir Whitehead	LB	FA	2020	$1	2020		$0	$0	$0
Justin	Minkah Fitzpatrick	DB	2018	2020	$1	2020		$0	$0	$0
Justin	Andrew Sendejo	DB	FA	2020	$1	2020		$0	$0	$0
Patrick	Jason Myers	K	2020	2020	$1	2020		$0	$0	$0
Patrick	Benardrick McKinney	LB	2020	2020	$1	2020		$0	$0	$0
Mitch	Kerryon Johnson	RB	2018	2020	$25	2020		$0	$0	$0
Keyon	Greg Ward	WR	FA	2020	$1	2020		$0	$0	$0
Quinn	Sam Hubbard	DL	FA	2020	$1	2020		$0	$0	$0
Mitch	Peyton Barber	RB	FA	2020	$2	2020		$0	$0	$0
Mitch	Jadeveon Clowney	DL	2019	2021	$1	2020		$0	$0	$0
Koci/Mueller	Joe Reed	WR	2020	2022	$1	2020		$0	$0	$0
Keyon	Harrison Smith	DB	2020	2021	$3	2020		$0	$0	$0
Patrick	Everson Griffen	DL	2020	2020	$1	2020		$0	$0	$0
Luke	Jordan Howard	RB	FA	2020	$1	2020		$0	$0	$0
Quinn	Jeff Driskel	QB	FA	2020	$4	2020		$0	$0	$0
Luke	Joe Flacco	QB	FA	2020	$2	2020		$0	$0	$0
Patrick	Joe Thomas	LB	FA	2020	$1	2020		$0	$0	$0
Schexes	Akiem Hicks	DL	FA	2020	$4	2020		$0	$0	$0
Jason	Matt Prater	K	2019	2021	$1	2020		$0	$0	$0
Luke	Drew Sample	TE	FA	2020	$2	2020		$0	$0	$0
Anthony	Stephen Gostkowski	K	FA	2020	$1	2020		$0	$0	$0
Schexes	Jamie Collins Sr.	LB	FA	2020	$1	2020		$0	$0	$0
Jason	Nick Mullens	QB	2019	2020	$5	2020		$0	$0	$0
Mitch	Mike Boone	RB	FA	2020	$1	2020		$0	$0	$0
Schexes	Danielle Hunter	DL	2020	2020	$42	2020		$0	$0	$0
Keyon	Marcus Maye	DB	FA	2020	$3	2020		$0	$0	$0
Anthony	Kerry Hyder	DL	FA	2020	$1	2020		$0	$0	$0
Koci/Mueller	Dalton Keene (NE)	TE	2020	2022	$1	2020		$0	$0	$0
Justin	Odell Beckham Jr.	WR	2019	2020	$275	2020		$0	$0	$0
Justin	Chase Winovich	DL	FA	2020	$1	2020		$0	$0	$0
Luke	Justin Houston	LB	FA	2020	$1	2020		$0	$0	$0
Jason	Devin Bush	LB	2019	2021	$1	2020		$0	$0	$0
Koci/Mueller	Chandler Jones	DL	FA	2020	$1	2020		$0	$0	$0
Justin	Shelby Harris	DL	FA	2020	$1	2020		$0	$0	$0
Schexes	Stephon Tuitt	DL	FA	2020	$1	2020		$0	$0	$0
Mitch	Josh Bynes	LB	FA	2020	$1	2020		$0	$0	$0
Luke	Matt Milano	LB	FA	2020	$1	2020		$0	$0	$0
Jason	Kenny Vaccaro	DB	FA	2020	$1	2020		$0	$0	$0
Justin	Myles Jack	LB	FA	2020	$1	2020		$0	$0	$0
Mitch	Robert Spillane	LB	FA	2020	$1	2020		$0	$0	$0
Luke	Justin Reid	DB	FA	2020	$1	2020		$0	$0	$0
Justin	Dante Fowler Jr.	DL	FA	2020	$1	2020		$0	$0	$0
Justin	De'Vondre Campbell	LB	FA	2020	$1	2020		$0	$0	$0
Anthony	Landon Collins	DB	2019	2021	$9	2020		$0	$0	$0
Anthony	Devine Ozigbo	RB	FA	2020	$1	2020		$0	$0	$0
Anthony	D'Ernest Johnson	RB	FA	2020	$1	2020		$0	$0	$0
Keyon	Darren Fells	TE	FA	2020	$1	2020		$0	$0	$0
Jason	Jace Sternberger	TE	2019	2021	$1	2020		$0	$0	$0
Mitch	Sam Sloman	K	FA	2020	$1	2020		$0	$0	$0
Brett	Ka'imi Fairbairn	K	FA	2020	$1	2020		$0	$0	$0
Jason	Nate Gerry	LB	FA	2020	$1	2020		$0	$0	$0
Koci/Mueller	Zane Gonzalez	K	2020	2022	$1	2020		$0	$0	$0
Justin	Shaquill Griffin	DB	FA	2020	$1	2020		$0	$0	$0
Justin	Denzel Ward	DB	2018	2020	$1	2020		$0	$0	$0
Patrick	Ty Summers	LB	FA	2020	$1	2020		$0	$0	$0
Justin	Scotty Miller	WR	FA	2020	$10	2020		$0	$0	$0
Keyon	Logan Ryan	DB	FA	2020	$1	2020		$0	$0	$0
Jason	Rodney McLeod	DB	FA	2020	$1	2020		$0	$0	$0
Jason	Davion Taylor	LB	FA	2020	$1	2020		$0	$0	$0
Luke	Jason Myers	K	FA	2020	$1	2020		$0	$0	$0
Schexes	Robbie Gould	K	2020	2020	$3	2020		$0	$0	$0
Mitch	Tyler Eifert	TE	FA	2020	$1	2020		$0	$0	$0
Anthony	Eric Wilson	LB	FA	2020	$2	2020		$0	$0	$0
Schexes	Julian Edelman	WR	2020	2021	$31	2020		$0	$0	$0
Jason	Aldon Smith	DL/LB	FA	2020	$2	2020		$0	$0	$0
Patrick	Avery Williamson	LB	FA	2020	$1	2020		$0	$0	$0
Mitch	Darrel Williams	RB	2020	2022	$8	2020		$0	$0	$0
Mitch	Logan Wilson	LB	2020	2022	$1	2020		$0	$0	$0
Brett	Greg Olsen	TE	FA	2020	$1	2020		$0	$0	$0
Keyon	Gerald Everett	TE	FA	2020	$1	2020		$0	$0	$0
Luke	Kyle Allen	QB	FA	2020	$1	2020		$0	$0	$0
Schexes	Vince Williams	LB	FA	2020	$4	2020		$0	$0	$0
Keyon	Chris Herndon	TE	2019	2021	$3	2020		$0	$0	$0
Keyon	Cody Parkey	K	FA	2020	$1	2020		$0	$0	$0
Jason	Neville Hewitt	LB	FA	2020	$1	2020		$0	$0	$0
Quinn	Zach Ertz	TE	2020	2020	$105	2020		$0	$0	$0
Jason	Alex Highsmith	DL/LB	FA	2020	$1	2020		$0	$0	$0
Luke	Justin Jackson	RB	FA	2020	$5	2020		$0	$0	$0
Luke	Mason Rudolph	QB	FA	2020	$1	2020		$0	$0	$0
Schexes	Jordan Howard	RB	FA	2020	$8	2020		$0	$0	$0
Justin	Rashard Higgins	WR	FA	2020	$10	2020		$0	$0	$0
Schexes	Avery Williamson	LB	FA	2020	$3	2020		$0	$0	$0
Quinn	Isaiah Coulter	WR	2020	2020	$1	2020		$0	$0	$0
Quinn	Raymond Calais	RB	2020	2020	$1	2020		$0	$0	$0
Jason	Ross Dwelley	TE	FA	2020	$1	2020		$0	$0	$0
Luke	Dez Bryant	WR	FA	2020	$5	2020		$0	$0	$0
Anthony	Kyzir White	LB	FA	2020	$1	2020		$0	$0	$0
Jason	Danny Trevathan	LB	FA	2020	$1	2020		$0	$0	$0
Anthony	Mark Ingram II	RB	2020	2020	$93	2020		$0	$0	$0
Jason	De'Vondre Campbell	LB	FA	2020	$1	2020		$0	$0	$0
Luke	Buddy Howell	RB	FA	2020	$1	2020		$0	$0	$0
Quinn	C.J. Beathard	QB	FA	2020	$1	2020		$0	$0	$0
Quinn	Josh Jones	DB	FA	2020	$1	2020		$0	$0	$0
Luke	Antonio Callaway	WR	FA	2020	$1	2020		$0	$0	$0
Brett	Ed Oliver	DL	2019	2021	$1	2020		$0	$0	$0
Schexes	T.J. Edwards	LB	FA	2020	$2	2020		$0	$0	$0
Luke	Melvin Ingram III	DL	FA	2020	$1	2020		$0	$0	$0
Anthony	Jordan Wilkins	RB	FA	2020	$2	2020		$0	$0	$0
Patrick	Brian Poole	DB	FA	2020	$1	2020		$0	$0	$0
Anthony	Salvon Ahmed	RB	FA	2020	$42	2020		$0	$0	$0
Keyon	Myles Jack	LB	FA	2020	$2	2020		$0	$0	$0
Jason	Greg Olsen	TE	FA	2020	$1	2020		$0	$0	$0
Quinn	Jeremy McNichols	RB	FA	2020	$1	2020		$0	$0	$0
Justin	Donovan Peoples-Jones	WR	FA	2020	$15	2020		$0	$0	$0
Jason	Rex Burkhead	RB	FA	2020	$1	2020		$0	$0	$0
Anthony	Robert Griffin III	QB	FA	2020	$3	2020		$0	$0	$0
Justin	Shaquil Barrett	LB	FA	2020	$1	2020		$0	$0	$0
Keyon	Olivier Vernon	DL	FA	2020	$1	2020		$0	$0	$0
Quinn	Chase Daniel	QB	FA	2020	$1	2020		$0	$0	$0
Quinn	Dante Pettis	WR	2018	2020	$5	2020		$0	$0	$0
Anthony	Harvey Langi	LB	FA	2020	$1	2020		$0	$0	$0
Quinn	Jake Elliott	K	2020	2020	$1	2020		$0	$0	$0
Keyon	Jordan Akins	TE	FA	2020	$1	2020		$0	$0	$0
Schexes	Travis Fulgham	WR	FA	2020	$8	2020		$0	$0	$0
Anthony	Tevin Coleman	RB	2020	2020	$22	2020		$0	$0	$0
Patrick	LeSean McCoy	RB	2020	2020	$8	2020		$0	$0	$0
Keyon	Evan Engram	TE	2020	2021	$40	2020		$0	$0	$0
Keyon	Raheem Mostert	RB	2020	2020	$77	2020		$0	$0	$0
Patrick	Brandon McManus	K	FA	2020	$1	2020		$0	$0	$0
Patrick	DeSean Jackson	WR	2020	2020	$8	2020		$0	$0	$0
Justin	Tyler Boyd	WR	2019	2021	$100	2021		$0	$0	$0
Mitch	Carson Wentz	QB	2019	2021	$180	2021		$0	$0	$0
Mitch	Jared Goff	QB	2019	2021	$125	2021		$0	$0	$0
Mitch	Andrew Luck	QB	2020	2022	$1	2021		$0	$0	$0
Mitch	Brian Hill	RB	2020	2022	$10	2021		$0	$0	$0
Mitch	Michael Warren II	RB	2020	2022	$1	2021		$0	$0	$0
Mitch	William Fuller	WR	2019	2021	$60	2021		$0	$0	$0
Mitch	Allen Lazard	WR	2020	2022	$40	2021		$0	$0	$0
Mitch	N'Keal Harry	WR	2019	2021	$16	2021		$0	$0	$0
Mitch	O.J. Howard	TE	2020	2022	$3	2021		$0	$0	$0
Brett	Ryan Finley	QB	2019	2021	$3	2021		$0	$0	$0
Brett	Todd Gurley II	RB	2020	2021	$84	2021		$0	$0	$0
Brett	Ryquell Armstead	RB	2019	2021	$7	2021		$0	$0	$0
Brett	Deshaun Watson	QB	2020	2022	$220	2021		$0	$0	$0
Keyon	Jaylon Smith	LB	2019	2021	$17	2021		$0	$0	$0
Keyon	John Hightower	WR	2020	2022	$1	2021		$0	$0	$0
Mike	Le'Veon Bell	RB	2020	2021	$92	2021		$0	$0	$0
Jason	Ezekiel Elliott	RB	2019	2021	$290	2021		$0	$0	$0
Jason	Jarrett Stidham	QB	2019	2021	$3	2021		$0	$0	$0
Jason	DeeJay Dallas	RB	2020	2022	$4	2021		$0	$0	$0
Jason	Bryce Love	RB	2019	2021	$1	2021		$0	$0	$0
Jason	Kenny Golladay	WR	2020	2022	$185	2021		$0	$0	$0
Anthony	Andy Isabella	WR	2019	2021	$4	2021		$0	$0	$0
Anthony	Jamycal Hasty	RB	2020	2022	$1	2021		$0	$0	$0
Patrick	David Johnson (HOU)	RB	2020	2021	$96	2021		$0	$0	$0
Patrick	Sterling Shepard	WR	2019	2021	$42	2021		$0	$0	$0
Patrick	Golden Tate	WR	2019	2021	$20	2021		$0	$0	$0
Patrick	Jake Luton	QB	2020	2022	$2	2021		$0	$0	$0
Patrick	DeAndre Washington	RB	2020	2022	$1	2021		$0	$0	$0
Patrick	Marqise Lee	WR	2020	2022	$1	2021		$0	$0	$0
Patrick	Mohamed Sanu	WR	2020	2022	$1	2021		$0	$0	$0
Luke	J.J. Watt	DL	2019	2021	$10	2021		$0	$0	$0
Luke	Hayden Hurst	TE	2020	2022	$16	2021		$0	$0	$0
Luke	Jimmy Graham	TE	2019	2021	$10	2021		$0	$0	$0
Luke	Darius Slayton	WR	2020	2022	$25	2021		$0	$0	$0
Luke	Antonio Gandy-Golden	WR	2020	2022	$8	2021		$0	$0	$0
Koci/Mueller	Alshon Jeffery	WR	2020	2022	$1	2021		$0	$0	$0
Koci/Mueller	Bisi Johnson	WR	2020	2022	$1	2021		$0	$0	$0
Koci/Mueller	Rashaan Evans	LB	2020	2022	$1	2021		$0	$0	$0
Koci/Mueller	Ian Thomas	TE	2020	2022	$2	2021		$0	$0	$0
Quinn	Jimmy Garoppolo	QB	2020	2022	$75	2021		$0	$0	$0
Quinn	Marlon Mack	RB	2020	2022	$29	2021		$0	$0	$0
Quinn	Tarik Cohen	RB	2020	2021	$20	2021		$0	$0	$0
Schexes	A.J. Green (CIN)	WR	2020	2021	$51	2021		$0	$0	$0
Schexes	Marvin Jones Jr.	WR	2020	2021	$37	2021		$0	$0	$0
Schexes	Dwayne Haskins Jr.	QB	2019	2021	$38	2021		$0	$0	$0
Anthony	Sam Ehlinger	QB	2021	2021	$2	2021		$0	$0	$0
Schexes	Tarik Cohen	RB	2021	2021	$1	2021		$0	$0	$0
Anthony	Breshad Perriman	WR	2020	2022	$7	2021		$0	$0	$0
Schexes	Miles Boykin	WR	2019	2021	$4	2021		$0	$0	$0
Anthony	La'Mical Perine	RB	2020	2022	$4	2021		$0	$0	$0
Jason	Auden Tate	WR	2020	2022	$1	2021		$0	$0	$0
Mitch	James Wiggins	DB	2021	2021	$1	2021		$0	$0	$0
Mitch	Cornell Powell	WR	2021	2021	$2	2021		$0	$0	$0
Keyon	Qadree Ollison	RB	2021	2021	$3	2021		$0	$0	$0
Luke	Joseph Ossai	DL/LB	2021	2021	$1	2021		$0	$0	$0
Quinn	James Morgan	QB	2020	2022	$1	2021		$0	$0	$0
Brett	Antonio Gandy-Golden	WR	2021	2021	$1	2021		$0	$0	$0
Anthony	Tyler Johnson	WR	2020	2022	$2	2021		$0	$0	$0
Schexes	Joshua Kelley	RB	2020	2022	$4	2021		$0	$0	$0
Koci/Mueller	Reggie Bonnafon	RB	2021	2021	$1	2021		$0	$0	$0
Patrick	Benardrick McKinney	LB	2021	2021	$1	2021		$0	$0	$0
Patrick	Malcolm Butler	DB	2021	2021	$1	2021		$0	$0	$0
Anthony	Kam Curl	DB	FA	2021	$1	2021		$0	$0	$0
Schexes	Dan Arnold	TE	FA	2021	$1	2021		$0	$0	$0
Mitch	Darrick Forrest	DB	2021	2021	$1	2021		$0	$0	$0
Keyon	Willie Gay	LB	2020	2022	$1	2021		$0	$0	$0
Luke	Baron Browning	LB	2021	2021	$1	2021		$0	$0	$0
Luke	Joe Tryon-Shoyinka	DL/LB	2021	2021	$1	2021		$0	$0	$0
Luke	Dre'Mont Jones	DL	2021	2021	$1	2021		$0	$0	$0
Mitch	Josiah Deguara	TE	2020	2022	$1	2021		$0	$0	$0
Mitch	Alexander Johnson	LB	FA	2021	$2	2021		$0	$0	$0
Keyon	Matt Breida	RB	FA	2021	$2	2021		$0	$0	$0
Anthony	Jerick McKinnon	RB	2020	2022	$5	2021		$0	$0	$0
Jason	Justice Hill	RB	2020	2022	$1	2021		$0	$0	$0
Patrick	Tre' McKitty	TE	2021	2023	$1	2021		$0	$0	$0
Patrick	Jon Bostic	LB	2021	2021	$1	2021		$0	$0	$0
Luke	Keanu Neal	DB/LB	2021	2021	$1	2021		$0	$0	$0
Keyon	Justin Jackson	RB	FA	2021	$3	2021		$0	$0	$0
Schexes	John Johnson	DB	2019	2021	$15	2021		$0	$0	$0
Jason	Jaylon Smith	LB	2021	2021	$2	2021		$0	$0	$0
Quinn	Blake Martinez	LB	2021	2021	$25	2021		$0	$0	$0
Jason	Evan Engram	TE	2021	2021	$6	2021		$0	$0	$0
Anthony	Jordan Fuller	DB	FA	2021	$1	2021		$0	$0	$0
Schexes	Pharaoh Brown	TE	FA	2021	$1	2021		$0	$0	$0
Jason	Eno Benjamin	RB	2020	2022	$2	2021		$0	$0	$0
Keyon	Jason Myers	K	2021	2021	$1	2021		$0	$0	$0
Patrick	Jermaine Carter	LB	FA	2021	$1	2021		$0	$0	$0
Mitch	Devontae Booker	RB	2021	2021	$3	2021		$0	$0	$0
Anthony	Mark Ingram	RB	2021	2021	$6	2021		$0	$0	$0
Schexes	Jarvis Landry	WR	2021	2021	$41	2021		$0	$0	$0
Schexes	Will Dissly	TE	FA	2021	$1	2021		$0	$0	$0
Luke	Boston Scott	RB	2020	2022	$15	2021		$0	$0	$0
Luke	Preston Williams	WR	2019	2021	$2	2021		$0	$0	$0
Patrick	Eric Ebron	TE	2020	2022	$1	2021		$0	$0	$0
Luke	Maxx Williams	TE	FA	2021	$1	2021		$0	$0	$0
Jason	Chester Rogers	WR	FA	2021	$1	2021		$0	$0	$0
Patrick	Jason Pierre-Paul	DL/LB	2021	2021	$1	2021		$0	$0	$0
Brett	James White	RB	2020	2021	$53	2021		$0	$0	$0
Keyon	Kenyan Drake	RB	2021	2021	$25	2021		$0	$0	$0
Patrick	Malcolm Smith	LB	FA	2021	$1	2021		$0	$0	$0
Jason	Trey Flowers	DL/LB	FA	2021	$1	2021		$0	$0	$0
Luke	Cedrick Wilson	WR	FA	2021	$1	2021		$0	$0	$0
Anthony	Jayon Brown	LB	2020	2022	$1	2021		$0	$0	$0
Quinn	Younghoe Koo	K	2021	2021	$2	2021		$0	$0	$0
Koci/Mueller	Garrett Gilbert	QB	2021	2021	$1	2021		$0	$0	$0
Anthony	JuJu Smith-Schuster	WR	2021	2023	$48	2021		$0	$0	$0
Luke	Kylen Granson	TE	2021	2022	$1	2021		$0	$0	$0
Jason	Wayne Gallman	RB	FA	2021	$1	2021		$0	$0	$0
Brett	Lynn Bowden	RB	2020	2021	$7	2021		$0	$0	$0
Justin	Sony Michel	RB	2021	2023	$25	2021		$0	$0	$0
Schexes	Taylor Rapp	DB	FA	2021	$1	2021		$0	$0	$0
Jason	Anthony Brown	DB	FA	2021	$1	2021		$0	$0	$0
Anthony	Nick Westbrook-Ikhine	WR	FA	2021	$1	2021		$0	$0	$0
Mike	Tyrell Williams	WR	2020	2021	$1	2021		$0	$0	$0
Anthony	Trey Flowers	DL/LB	FA	2021	$1	2021		$0	$0	$0
Schexes	Josh Gordon	WR	FA	2021	$7	2021		$0	$0	$0
Luke	Zach Cunningham	LB	2020	2022	$4	2021		$0	$0	$0
Mitch	William Fuller	WR	2021	2021	$20	2021		$0	$0	$0
Mitch	Nick Vigil	LB	FA	2021	$2	2021		$0	$0	$0
Anthony	Ty'Son Williams	RB	FA	2021	$11	2021		$0	$0	$0
Jason	Josh Reynolds	WR	2020	2022	$1	2021		$0	$0	$0
Jason	Nick Folk	K	FA	2021	$1	2021		$0	$0	$0
Brett	Malcolm Perry	RB/WR	2020	2021	$1	2021		$0	$0	$0
Mitch	Malcolm Brown	RB	2021	2021	$3	2021		$0	$0	$0
Luke	Anthony McFarland	RB	2020	2022	$13	2021		$0	$0	$0
Anthony	Adrian Amos	DB	FA	2021	$2	2021		$0	$0	$0
Mitch	Joe Flacco	QB	FA	2021	$6	2021		$0	$0	$0
Patrick	Eric Wilson	LB	2021	2021	$1	2021		$0	$0	$0
Luke	D'Ernest Johnson	RB	FA	2021	$10	2021		$0	$0	$0
Patrick	Alex Anzalone	LB	FA	2021	$1	2021		$0	$0	$0
Mitch	Mason Rudolph	QB	FA	2021	$2	2021		$0	$0	$0
